이름,링크,이미지,할인률,할인가,정가,DRM
Asterix & Obelix: Slap them All!,https://www.greenmangaming.com/games/asterix-obelix-slap-them-all-pc/,https://images.greenmangaming.com/7a80a6353c7248b8afb9bd3d16eab35e/72c5b235bf6f4a8ca048095062f83eca.jpg,-85%,"₩3,900","₩25,600",Steam
Decay: The Mare,https://www.greenmangaming.com/games/decay-the-mare/,https://images.greenmangaming.com/e0cf46ff9e154368860d2dec4669b82f/6d1024631b5e4868b1b98f9cfdfd5201.jpg,-84%,₩900,"₩5,600",Steam
Through the Woods: Collector's Edition,https://www.greenmangaming.com/games/through-the-woods-collectors-edition/,https://images.greenmangaming.com/4b76f57076c04390b4d0f00944b95b5c/7e561b83024041bdad3bec479e582b4f.jpg,-85%,"₩3,800","₩25,000",Steam
Realpolitiks II Deluxe Edition,https://www.greenmangaming.com/games/realpolitiks-ii-deluxe-edition-pc/,https://images.greenmangaming.com/bc66ab99be16436db0ab79231850f1e0/3db6abc735a44e949fea846a50d84275.jpg,-85%,"₩4,900","₩32,400",Steam
Yesterday Origins,https://www.greenmangaming.com/games/yesterday-origins-pc/,https://images.greenmangaming.com/ad84738c46734ce99aeb16d0276b2861/940faf1060f04c2ea1bc00e098a64b26.jpg,-85%,"₩2,400","₩15,500",Steam
LEGO Harry Potter: Years 1-4,https://www.greenmangaming.com/games/lego-harry-potter-years-1-4/,https://images.greenmangaming.com/cd4f7534e1494d32a409fc864bdf0d21/32b45670c558490fb8231c9d39d12995.jpg,-84%,"₩3,400","₩21,000",Steam
LEAVES - The Return,https://www.greenmangaming.com/games/leaves-the-return/,https://images.greenmangaming.com/38498b5b0e48484387c93c1fb8dd01c6/c9210bc3a30e42648fe0e7464b49bd7e.jpg,-84%,₩900,"₩5,600",Steam
Death to Spies: Gold Edition,https://www.greenmangaming.com/games/death-to-spies-gold-edition/,https://images.greenmangaming.com/4469c978038a4c2c99b369c39a7a79d7/2a3dace6c1434d89afb86047d0baef92.jpg,-85%,"₩1,700","₩11,000",Steam
LEAVES - The Journey,https://www.greenmangaming.com/games/leaves-the-journey/,https://images.greenmangaming.com/f20b8fd70d3f407281ce992a3fcbdb71/412e5cdd39fd4334b0d0cdabbb4415ca.jpg,-84%,₩900,"₩5,600",Steam
Dragon Star Varnir - Deluxe Edition Bundle,https://www.greenmangaming.com/games/dragon-star-varnir-deluxe-edition-bundle-pc/,https://images.greenmangaming.com/fe82491a50504524999711de2acfe9ce/038a19f63b3942ac984e91874b58f2fb.jpg,-84%,"₩7,500","₩46,400",Steam
RIOT - Civil Unrest,https://www.greenmangaming.com/games/riot-civil-unrest-pc/,https://images.greenmangaming.com/d4a33ebff5284b70aaf552ea01c3c1f4/f01a9a34f4a14ceba47396da30d83761.jpg,-85%,"₩2,700","₩17,500",Steam
Alekhine's Gun,https://www.greenmangaming.com/games/alekhines-gun/,https://images.greenmangaming.com/3b93f9828cdd434d9243b5222526cc71/b400a80f3ec145209d5ce2d493944ec4.jpg,-85%,"₩2,500","₩16,500",Steam
Edna & Harvey: The Breakout - Anniversary Edition,https://www.greenmangaming.com/games/edna-harvey-the-breakout-anniversary-edition-pc/,https://images.greenmangaming.com/cecdd4a41a2f4dbf8ea7468af2636b43/03d9f4d38ba14bd49c9605802c9b6014.jpg,-85%,"₩3,300","₩21,900",Steam
FORECLOSED,https://www.greenmangaming.com/games/foreclosed-pc/,https://images.greenmangaming.com/3e7da8dff0064f3aabb94b3e6a896ec0/096b43f3c97842d4a73fa234d7c4e196.jpg,-85%,"₩2,700","₩17,500",Steam
Funk of Titans,https://www.greenmangaming.com/games/funk-of-titans/,https://images.greenmangaming.com/a497d9d836be4e7682c14749b6ea01d9/54a3f38f6cfe49c3b4c5a69e89bcf02c.jpg,-84%,"₩1,200","₩7,500",Steam
Cultures – 8th Wonder of the World,https://www.greenmangaming.com/games/cultures-8th-wonder-of-the-world/,https://images.greenmangaming.com/cf71cb032ab54e879041346752475636/5a471459469148d78adfa40c80814dbd.jpg,-84%,₩900,"₩5,600",Steam
Bots Are Stupid,https://www.greenmangaming.com/games/bots-are-stupid-pc/,https://images.greenmangaming.com/15113e404d224eabab1b3317ed057b6b/14c270f1660f4fd0ac12a4df4a9dd3e5.jpg,-86%,"₩2,100","₩14,500",Steam
King's Bounty: Dark Side - Premium Edition,https://www.greenmangaming.com/games/kings-bounty-dark-side-premium-edition/,https://images.greenmangaming.com/430d772d72634d6d98eb809181bdcdfe/e456d484c8ee43b5896edf9195f0f7a4.jpg,-85%,"₩2,500","₩16,500",Steam
Munin,https://www.greenmangaming.com/games/munin/,https://images.greenmangaming.com/b52f9255da86437dad1ac97d8d4f0459/6b7d726f08d84a0eb2c4225dd09e576e.jpg,-84%,₩900,"₩5,600",Steam
King's Bounty: Warriors of the North - The Complete Edition,https://www.greenmangaming.com/games/kings-bounty-warriors-of-the-north-the-complete-edition/,https://images.greenmangaming.com/d55f0a2a42924a3d84992c4f6fedfe8b/49d0087ca7644a91b5f0541a4b4e5a61.jpg,-85%,"₩2,500","₩16,500",Steam
Darksiders Genesis,https://www.greenmangaming.com/games/darksiders-genesis-pc/,https://images.greenmangaming.com/41dc5c1ca31743a8bb0febd5167680fc/e27862b3bba74627a6b58f295767b27a.jpg,-80%,"₩7,100","₩35,400",Steam
Kingdoms of Amalur: Re-Reckoning - FATE Edition,https://www.greenmangaming.com/games/kingdoms-of-amalur-re-reckoning-fate-edition-pc/,https://images.greenmangaming.com/34cf61b217f14c1fb25512013aa75000/fae3c77d4c5a45489f30478d50392b58.jpg,-75%,"₩14,400","₩57,400",Steam
Fell Seal: Arbiter's Mark,https://www.greenmangaming.com/games/fell-seal-arbiters-mark-pc/,https://images.greenmangaming.com/34d16602523a42a8ad140919468ffaaf/6191a67aedd745328c796e8091644378.jpg,-85%,"₩4,800","₩32,000",Steam
Melty Blood Actress Again Current Code,https://www.greenmangaming.com/games/melty-blood-actress-again-current-code-pc/,https://images.greenmangaming.com/50dd841a8b47458ab1c979c227b8d40b/546eabb83e3644e0a1294b5798c38d7a.jpg,-80%,"₩5,400","₩27,000",Steam
LEGO Harry Potter: Years 5-7,https://www.greenmangaming.com/games/lego-harry-potter-years-5-7/,https://images.greenmangaming.com/58c5555a5f8d4872a009529c2791957c/9d9784e09c4849bdadeed7864d81a5e7.jpg,-84%,"₩3,400","₩21,000",Steam
Conglomerate 451,https://www.greenmangaming.com/games/conglomerate-451-pc/,https://images.greenmangaming.com/37205192a075431793811e53509703e3/6770aeb0a5964a64923e5585c87994ab.jpg,-85%,"₩3,300","₩21,500",Steam
Prey,https://www.greenmangaming.com/games/prey/,https://images.greenmangaming.com/c3d0bf94fdee46b4a4fe45486325523c/057b65aa05c649a1a581f384b5805c77.jpg,-82%,"₩5,900","₩33,500",Steam
Off-Road Drive,https://www.greenmangaming.com/games/off-road-drive/,https://images.greenmangaming.com/e02b254a961d40b3a86c4f6b068323ec/e4787f52cf6c4d5dbf9c11af0e2117a9.jpg,-84%,₩900,"₩5,600",Steam
NecroVisioN: Lost Company,https://www.greenmangaming.com/games/necrovision-lost-company/,https://images.greenmangaming.com/0eada8fbe56146a4b3007222d3b6e7f5/700c3c214d784547b63368ce5c9d4325.jpg,-85%,"₩1,200","₩7,800",Steam
Company of Crime,https://www.greenmangaming.com/games/company-of-crime-pc/,https://images.greenmangaming.com/7c9c0a1cfb2f4eaea7abd7cb8307bcf0/cf29b429bbd84a8d9f9c66c485532e6c.jpg,-85%,"₩3,300","₩21,500",Steam
Cuban Missile Crisis and Ice Crusade Pack,https://www.greenmangaming.com/games/cuban-missile-crisis-and-ice-crusade-pack/,https://images.greenmangaming.com/27a040ee902e4bf1823bbf5f72d8060f/ad8c9b29cafc47cebb327607e14c6557.jpg,-85%,"₩1,500","₩9,900",Steam
Men of War,https://www.greenmangaming.com/games/men-of-war/,https://images.greenmangaming.com/893b53f9c2454c04bf760a4fd9246e48/eadd63d1612242bfb94c5bdc0d070e37.jpg,-84%,₩900,"₩5,600",Steam
King's Bounty Armored Princess,https://www.greenmangaming.com/games/kings-bounty-armored-princess/,https://images.greenmangaming.com/913215431b694da2a99d4d5ec7b9c1e2/75fe88265a72465ab7b2bcf83c2fea3b.jpg,-85%,"₩1,700","₩11,000",Steam
NecroVisioN,https://www.greenmangaming.com/games/necrovision/,https://images.greenmangaming.com/c0086f5418c44cce944306e19b0c1281/10f381c3f1d748b19145261625b403f9.jpg,-84%,₩900,"₩5,600",Steam
Train Sim World® 5: Deluxe Edition,https://www.greenmangaming.com/games/train-sim-world-5-deluxe-edition-pc/,https://images.greenmangaming.com/7b4b0112462243fba0ef33a8f72bba4b/9546f6dd42a04f3c9e1ef85e8605c1e3.jpg,-80%,"₩15,700","₩78,500",Steam
Deep Sky Derelicts,https://www.greenmangaming.com/games/deep-sky-derelicts/,https://images.greenmangaming.com/4b03201bd1a7431ca1692e8a624f982e/0552460e868548deb7c46a659782b9ba.jpg,-85%,"₩3,300","₩21,500",Steam
Elven Legacy,https://www.greenmangaming.com/games/elven-legacy/,https://images.greenmangaming.com/fe5193496484496680a0333620bf83d4/7528870122ce4722a4006bde5822b38b.jpg,-84%,₩900,"₩5,600",Steam
Mystery of Unicorn Castle: The Beastmaster,https://www.greenmangaming.com/games/mystery-of-unicorn-castle-the-beastmaster/,https://images.greenmangaming.com/f058166a18fb42a09d12264f3959ab86/9995e454a56c4403b3e046d344d139a6.jpg,-85%,"₩1,200","₩7,800",Steam
King's Bounty: Dark Side,https://www.greenmangaming.com/games/kings-bounty-dark-side/,https://images.greenmangaming.com/e5e53d1aed584b53ba36ae844235ba2d/1ba4bf90f2c04e678056bc8244d0200b.jpg,-85%,"₩2,200","₩14,500",Steam
Death to Spies: Moment of Truth,https://www.greenmangaming.com/games/death-to-spies-moment-of-truth/,https://images.greenmangaming.com/8128966b8abb4fdeb799d36716200d3d/c49096498b1744bfbbc13287c6a62e90.jpg,-85%,"₩1,200","₩7,800",Steam
Dokapon Kingdom: Connect,https://www.greenmangaming.com/games/dokapon-kingdom-connect-pc/,https://images.greenmangaming.com/3ee55a66d57f468bbc7f922907b544da/05df0a2b86484c0b8403fc094be3a681.jpg,-70%,"₩15,900","₩53,000",Steam
Unknown Fate,https://www.greenmangaming.com/games/unknown-fate-pc/,https://images.greenmangaming.com/7305d8fcd7bb48f6a9ca3ebdbe9ea1f9/aea6f2268f564da386b0539e9543aa28.jpg,-85%,"₩1,700","₩11,000",Steam
Faces of War,https://www.greenmangaming.com/games/faces-of-war/,https://images.greenmangaming.com/39503c9d8f0240fdb6c41d301d2cd3a6/c43b40197df74c59835f3d03512a1e9c.jpg,-84%,₩900,"₩5,600",Steam
Re-Legion,https://www.greenmangaming.com/games/re-legion-pc/,https://images.greenmangaming.com/0a0ee1c7892845a2993ae038afc5cdcc/278db9d6006e4f7da71f4ef606ac1f93.jpg,-85%,"₩1,700","₩11,000",Steam
World War I,https://www.greenmangaming.com/games/world-war-i/,https://images.greenmangaming.com/f989143673744b5faa560592a1fe3256/eee8d7c59ee442b98948acb2a28a82a0.jpg,-84%,₩900,"₩5,600",Steam
HuniePop,https://www.greenmangaming.com/games/huniepop/,https://images.greenmangaming.com/39a388eaf9a545d2bfee839c47f72b61/54301448a27e44ef8c3c0508ec2bd0aa.jpg,-83%,"₩1,900","₩11,000",Steam
Realpolitiks,https://www.greenmangaming.com/games/realpolitiks/,https://images.greenmangaming.com/a67a23ea5cb147679c086704ddf1fc7c/6336d9b993ed4fd7b892b8e31a93a3f0.jpg,-85%,"₩2,500","₩16,500",Steam
The LEGO Movie: Videogame,https://www.greenmangaming.com/games/the-lego-movie-videogame/,https://images.greenmangaming.com/617f66792a6a4531aa3d485213c10ab1/d39982f607c2426abd0dc918c5c99e8d.jpg,-84%,"₩3,400","₩21,000",Steam
King's Bounty: The Legend,https://www.greenmangaming.com/games/kings-bounty-the-legend/,https://images.greenmangaming.com/b716684300364e28be8cfcc7693d933e/ae8999ebe9424e08977d6997ca8a6eb1.jpg,-85%,"₩1,200","₩7,800",Steam
WWE 2K25,https://www.greenmangaming.com/games/wwe-2k25-pc/,https://images.greenmangaming.com/798d3cce8e1f434e9ed15e50196c0379/09046142175e478d9f173660c3693ff4.jpg,-46%,"₩37,800","₩69,800",Steam
Wolfenstein®: Youngblood™ Deluxe Edition,https://www.greenmangaming.com/games/wolfenstein-youngblood-deluxe-edition-pc/,https://images.greenmangaming.com/c420b9c5537643de8b0c9215bdd9aee1/a75e49ba80e6441bbdadf60650b94fad.jpg,-82%,"₩5,900","₩33,500",Steam
Thief Collection,https://www.greenmangaming.com/games/thief-collection/,https://images.greenmangaming.com/6d06f6910a734e62aeab98a70b3f9c18/8d89033a227e4b23a560394b8d19df20.jpg,-83%,"₩8,700","₩52,200",Steam
Alfred Hitchcock - Vertigo Deluxe Edition,https://www.greenmangaming.com/games/alfred-hitchcock-vertigo-deluxe-edition-pc/,https://images.greenmangaming.com/f8cd6af290834dc9b688356c26dfa73c/ebbb993f181046e7ab07eca3f094b37d.jpg,-85%,"₩5,600","₩37,000",Steam
Death to Spies,https://www.greenmangaming.com/games/death-to-spies-pc/,https://images.greenmangaming.com/ca79a79db2764f8cb8e8f2d7c18dd7e9/8b104eb8d3964ec198fe73c279a6ee54.jpg,-84%,₩900,"₩5,600",Steam
LEGO® STAR WARS™: The Force Awakens - Deluxe Edition,https://www.greenmangaming.com/games/lego-star-wars-the-force-awakens-deluxe-edition-pc/,https://images.greenmangaming.com/c979210af32a467b957857c1eab77cf7/52a2cf7f13244a3782a07e4d3633feac.jpg,-80%,"₩6,400","₩32,000",Steam
Death end re;Quest 2,https://www.greenmangaming.com/games/death-end-request-2-pc/,https://images.greenmangaming.com/be368d32d2624a3c98e403d660cad080/501e4b3ba62843cab9cf10b4be3401dd.jpg,-80%,"₩8,200","₩41,000",Steam
Fairy Fencer F: Refrain Chord,https://www.greenmangaming.com/games/fairy-fencer-f-refrain-chord-pc/,https://images.greenmangaming.com/0689bc713d974781aa18e8fdff681b68/0fd1cb1c77a8444eb1ddfe79bf020cae.jpg,-80%,"₩10,600","₩53,000",Steam
The Long Reach,https://www.greenmangaming.com/games/the-long-reach-pc/,https://images.greenmangaming.com/4e796afe41054ee083845b850e13d2ce/1bffd6981b30407c85e1692ef0858918.jpg,-85%,"₩2,400","₩16,000",Steam
Albedo: Eyes from Outer Space,https://www.greenmangaming.com/games/albedo-eyes-from-outer-space/,https://images.greenmangaming.com/e8b1aae3c7684d0ab17c4c51aa94a491/e270ee1d22ec4f03878cf47d108c4683.jpg,-85%,"₩2,400","₩16,000",Steam
Warhammer: Vermintide 2,https://www.greenmangaming.com/games/warhammer-vermintide-2-ztorm-0c27d4cd-en.aspx/,https://images.greenmangaming.com/d0a151de775e482592a5d6197a056fe9/5e0354279e6a4fbe9bc003f70d9a4afa.jpg,-80%,"₩6,400","₩32,000",Steam
Golf With Your Friends,https://www.greenmangaming.com/games/golf-with-your-friends/,https://images.greenmangaming.com/60c1d787b0ff460f918c3a3a3b2c0477/dde8b9ca58454b02bdb7afa7f9382575.jpg,-72%,"₩4,300","₩15,500",Steam
Alfred Hitchcock - Vertigo,https://www.greenmangaming.com/games/alfred-hitchcock-vertigo-pc/,https://images.greenmangaming.com/95d848b8969b4cedbbf2d597b794ac23/ef5c0893256d49289c32ed5f30d75e1d.jpg,-85%,"₩3,100","₩20,400",Steam
DEATHRUN TV,https://www.greenmangaming.com/games/deathrun-tv-pc/,https://images.greenmangaming.com/dff4dd21fdb24bf1828d3c976a9ce353/4f4a9201621649409e4e9ca45e18f304.jpg,-85%,"₩2,400","₩15,500",Steam
Star Vikings Forever,https://www.greenmangaming.com/games/star-vikings-forever/,https://images.greenmangaming.com/0a3549afc92c48a191e6cbc9d10855ac/c9924d4e38e14b4ca5afdfdad29961df.jpg,-85%,"₩1,600","₩11,000",Steam
Worms W.M.D,https://www.greenmangaming.com/games/worms-wmd/,https://images.greenmangaming.com/7f0d0a79525d4b8c97b6c546fef2a7f5/ccca5d927e8e4401b5a9f576e0e123ca.jpg,-82%,"₩5,800","₩32,000",Steam
Tormented Souls,https://www.greenmangaming.com/games/tormented-souls-pc/,https://images.greenmangaming.com/738269fa9cd8443685372c4007a8da9c/40675dca409e4944a1091f1d619a2a3d.jpg,-79%,"₩4,900","₩22,800",Steam
TT Isle of Man: Ride on the Edge 3 - Racing Fan Edition,https://www.greenmangaming.com/games/tt-isle-of-man-ride-on-the-edge-3-racing-fan-edition-pc/,https://images.greenmangaming.com/30480f5224584aa1a5cef0ca00f5f10b/c34699fffb784038843904505741404d.jpg,-84%,"₩10,100","₩63,000",Steam
Cultures – Northland,https://www.greenmangaming.com/games/cultures-northland/,https://images.greenmangaming.com/6e8e3cd7bfce4d7f896a3399641151b1/ed521038955645f9bd2af8cab691e893.jpg,-84%,₩900,"₩5,600",Steam
Gomo,https://www.greenmangaming.com/games/gomo/,https://images.greenmangaming.com/9916f81ddefd4e99a63b079a0758651d/d6a0afa13e23439689bc9fbc2d779889.jpg,-84%,₩900,"₩5,600",Steam
LEGO® Marvel Super Heroes 2,https://www.greenmangaming.com/games/lego-marvel-super-heroes-2/,https://images.greenmangaming.com/d80189a8e8b940c1a54c6cee6bf10936/526a123f210f4e888a0ca5c59eee34e4.jpg,-80%,"₩4,500","₩22,500",Steam
Dragon Star Varnir - Complete Deluxe Edition Bundle,https://www.greenmangaming.com/games/dragon-star-varnir-complete-deluxe-edition-bundle-pc/,https://images.greenmangaming.com/ce1dbffd53dd4fd7b8e8982615249ac0/8d807cb1804544c58b351dcd9435ea31.jpg,-80%,"₩10,900","₩54,300",Steam
Call of Juarez: Gunslinger,https://www.greenmangaming.com/games/call-of-juarez-gunslinger/,https://images.greenmangaming.com/cba9264ce58845edb683d60353d81620/fb721ee4e0ba4c11aa0c4bc9c30fd1fb.jpg,-83%,"₩2,800","₩16,000",Steam
Zombie Rollerz: Pinball Heroes,https://www.greenmangaming.com/games/zombie-rollerz-pinball-heroes-pc/,https://images.greenmangaming.com/4bfe955cb1874810a13c22d638091400/64a6d24d551844889c73d0f39e8b5484.jpg,-84%,"₩2,800","₩17,000",Steam
Chef Life: A Restaurant Simulator - AL FORNO EDITION,https://www.greenmangaming.com/games/chef-life-a-restaurant-simulator-al-forno-edition-pc/,https://images.greenmangaming.com/c124c57548894d8bad2cece7eeb066ec/9e7da53e81ac4c788ecdf6a3d55f2c7d.jpg,-84%,"₩6,800","₩42,000",Steam
Witch It,https://www.greenmangaming.com/games/witch-it-pc/,https://images.greenmangaming.com/dccf1796d1c941988d74e61437b3c5d9/1c5b99be2bed4d488930e7b7c39bf590.jpg,-80%,"₩4,800","₩24,000",Steam
Call of Cthulhu,https://www.greenmangaming.com/games/call-of-cthulhu-pc/,https://images.greenmangaming.com/9c610161318c4a728755c318b69144f5/aaac0295ac444ac1b6bbf60258745d73.jpg,-80%,"₩6,100","₩30,300",Steam
Skull Island: Rise of Kong,https://www.greenmangaming.com/games/skull-island-rise-of-kong-pc/,https://images.greenmangaming.com/fcb2448433c340bc994c9b58a3219e84/a61137d9955e4bc89fd577cb0c62805a.jpg,-85%,"₩6,300","₩42,000",Steam
King's Bounty: Warriors of the North - Valhalla Edition,https://www.greenmangaming.com/games/kings-bounty-warriors-of-the-north-valhalla-edition/,https://images.greenmangaming.com/1576714e6dea409594a24d4f1add0047/1fc0d48c101b48ab81586144a2dbeac7.jpg,-85%,"₩2,200","₩14,500",Steam
HordeCore,https://www.greenmangaming.com/games/hordecore-pc/,https://images.greenmangaming.com/2c5a989bc4394727b5e6d9e27f0bf79b/9674134d06384ca89df22830d2081c5b.jpg,-85%,"₩1,900","₩12,500",Steam
May's Mysteries: The Secret of Dragonville Remastered,https://www.greenmangaming.com/games/mays-mysteries-the-secret-of-dragonville-remastered-pc/,https://images.greenmangaming.com/1f68e96a16cc410c8d3fa22243eed534/4befac5dec114aa686ba9410a4358b19.jpg,-85%,"₩1,600","₩10,500",Steam
Star Renegades,https://www.greenmangaming.com/games/star-renegades-pc/,https://images.greenmangaming.com/b027047ea4124b2ca0419a0d1d1c94a1/68c93d8f365544faaffde6abb5a93bae.jpg,-83%,"₩4,500","₩27,000",Steam
Space Rangers Quest,https://www.greenmangaming.com/games/space-rangers-quest/,https://images.greenmangaming.com/da100259c4d141f89dc0086fa268cd44/33d582ef1c3940c3a38e24b8fbec902f.jpg,-85%,"₩1,700","₩11,000",Steam
Kings Bounty: Warriors of the North,https://www.greenmangaming.com/games/kings-bounty-warriors-of-the-north/,https://images.greenmangaming.com/35c59aa17d4341ad8d0a75eb924c8d62/30e929657dff4a309bad21b7a711db26.jpg,-85%,"₩1,700","₩11,000",Steam
King’s Bounty: Collector’s Pack,https://www.greenmangaming.com/games/kings-bounty-collectors-pack/,https://images.greenmangaming.com/17bf350ef7254242884e6c1b62f80a1e/fdb317d7fa79451baec6b6af74eeee51.jpg,-85%,"₩4,100","₩27,000",Steam
Shiny,https://www.greenmangaming.com/games/shiny/,https://images.greenmangaming.com/7f2c035e970f48f8bfee822c18666b74/f624d469b0a44d9693962c63aac2a059.jpg,-85%,"₩1,700","₩11,000",Steam
Realpolitiks II,https://www.greenmangaming.com/games/realpolitiks-ii-pc/,https://images.greenmangaming.com/b5a7fcf85bbe439888c97cdd7796e8c7/792d7252e74345118d0730d4b5fbc001.jpg,-85%,"₩4,100","₩27,000",Steam
Through the Woods,https://www.greenmangaming.com/games/through-the-woods/,https://images.greenmangaming.com/8b134c965488443ab70d71f2b95dad58/ec6433cb393f4309b74f8d2542b3cd98.jpg,-85%,"₩3,300","₩21,500",Steam
King's Bounty: Platinum Edition,https://www.greenmangaming.com/games/kings-bounty-platinum-edition/,https://images.greenmangaming.com/4c91e8d37f384435b29de87ebcd9a338/11f632789e44499883193226f43adbfc.jpg,-85%,"₩3,300","₩21,500",Steam
RAGE 2 - Deluxe Edition,https://www.greenmangaming.com/games/rage-2-deluxe-edition-pc/,https://images.greenmangaming.com/1cca0a1443f94de49ecf9853ecbd2262/d9de3a1f279e4d1ba829abacd90e4998.jpg,-82%,"₩11,800","₩67,000",Steam
Help Will Come Tomorrow,https://www.greenmangaming.com/games/help-will-come-tomorrow-pc/,https://images.greenmangaming.com/eaabd519b7184c68ba84c1b371c1cda0/31bc978461ae457b8f62b0748f8d486e.jpg,-85%,"₩3,300","₩21,500",Steam
Twilight City: Love as a Cure,https://www.greenmangaming.com/games/twilight-city-love-as-a-cure/,https://images.greenmangaming.com/a9d23de91f1f4707a1b9e9d646147098/0bf9c1cb585f41db973150965c73e16f.jpg,-85%,"₩1,200","₩7,800",Steam
Gift of Parthax,https://www.greenmangaming.com/games/gift-of-parthax-pc/,https://images.greenmangaming.com/bb17ee56e9dc4d4bacf3e3cead4885b9/32ddde39ca53448da770c4623a840e4e.jpg,-85%,"₩1,200","₩7,800",Steam
Mystery Castle: The Mirror's Secret,https://www.greenmangaming.com/games/mystery-castle-the-mirrors-secret/,https://images.greenmangaming.com/20bcf7edab16445f8c2f05acfded1a03/32b169b14a924e3b97b9eaa8399f7945.jpg,-85%,"₩1,200","₩7,800",Steam
The Book of Desires,https://www.greenmangaming.com/games/the-book-of-desires/,https://images.greenmangaming.com/381ce6294bb4440cbd33897ac3b0e1cd/1c8f85f1fb584556889b7d7769090593.jpg,-85%,"₩1,200","₩7,800",Steam
MudRunner,https://www.greenmangaming.com/games/spintires-mudrunner/,https://images.greenmangaming.com/34214fb674d04ef6a257229e722233d4/fe79702230e449c58d7b1994012619fe.jpg,-80%,"₩6,100","₩30,300",Steam
Cuban Missile Crisis: Ice Crusade,https://www.greenmangaming.com/games/cuban-missile-crisis-ice-crusade/,https://images.greenmangaming.com/cc95de1da96144f199484cfd80e6f1c4/ab2bc572da7443f591d1e1dd104610ae.jpg,-84%,₩900,"₩5,600",Steam
Freight Tycoon Inc.,https://www.greenmangaming.com/games/freight-tycoon-inc/,https://images.greenmangaming.com/d1a5251f377944989ff4b799aaf26fd8/c8909e7b5b314397b31dfb13fb0fdb69.jpg,-84%,₩900,"₩5,600",Steam
Men of War: Red Tide,https://www.greenmangaming.com/games/men-of-war-red-tide/,https://images.greenmangaming.com/5996e3b352a44af2bfbcf1920f7f0c0a/70f68740642b4446a243fdac0c016ebf.jpg,-84%,₩900,"₩5,600",Steam
7.62 High Calibre + 7.62 Hard Life,https://www.greenmangaming.com/games/762-high-calibre/,https://images.greenmangaming.com/f1cc6988530d4177b3eb517ca263d090/85e7eeaa08b84a4895a01ff813ad518d.jpg,-84%,₩900,"₩5,600",Steam
Zombies on a Plane,https://www.greenmangaming.com/games/zombies-on-a-plane/,https://images.greenmangaming.com/32898e931bf640babb9d3adb7cf6dc88/64269c21fc8d4e01a56234652397b3e1.jpg,-84%,₩900,"₩5,600",Steam
Darksiders III: Deluxe Edition,https://www.greenmangaming.com/games/darksiders-iii-deluxe-edition-pc/,https://images.greenmangaming.com/ae45400585994611899e1482be1d965d/032f3db047ba4c8cae15f7c2548e978a.jpg,-80%,"₩10,200","₩51,000",Steam
LEGO® Star Wars™: The Force Awakens,https://www.greenmangaming.com/games/lego-star-wars-the-force-awakens/,https://images.greenmangaming.com/a9ef234cadae454c9e35bedad196a9dc/7513bf1f48604aa890fbdc8003174323.jpg,-80%,"₩4,500","₩22,500",Steam
The Evil Within,https://www.greenmangaming.com/games/the-evil-within-pc/,https://images.greenmangaming.com/7f24a0a2c1e143d987bc03da8850d8ab/21371d12936a4d898c565388860da23d.jpg,-77%,"₩5,200","₩23,100",Steam
Gotham Knights,https://www.greenmangaming.com/games/gotham-knights-pc/,https://images.greenmangaming.com/4e990069a8bf4bc3b3430f80b3520a6f/66f7473bb69146c0860552129ba548c4.jpg,-82%,"₩12,500","₩68,800",Steam
Torchlight II,https://www.greenmangaming.com/games/torchlight-ii-pc/,https://images.greenmangaming.com/69106b7d2c8c4b8fb17cac5382175b4d/24e46ef2f65647b18a7007a9c6924daa.jpg,-83%,"₩3,600","₩21,000",Steam
LEGO®: Marvel Avengers,https://www.greenmangaming.com/games/lego-marvel-avengers/,https://images.greenmangaming.com/9d6f462c114c477db08e7de00aa7f7ff/d26bf146264e4bdbbe6e4929a877fc49.jpg,-84%,"₩9,600","₩59,900",Steam
Train Simulator Classic,https://www.greenmangaming.com/games/train-simulator-classic-pc/,https://images.greenmangaming.com/835de429177f4199b725a2a92ce80922/5cf7a4e807754e119bd504d4f120ea58.jpg,-80%,"₩5,200","₩26,000",Steam
Deus Ex: The Fall,https://www.greenmangaming.com/games/deus-ex-the-fall/,https://images.greenmangaming.com/eb42ddddf0cb4d55bc0b14dc4fc6f197/c07e260ce8ad4f559d8f4452a279ab24.jpg,-83%,"₩1,900","₩11,000",Steam
GUILTY GEAR 2 -OVERTURE-,https://www.greenmangaming.com/games/guilty-gear-2-overture-pc/,https://images.greenmangaming.com/19d68ffd28604730bed8e0f204513da9/f8d7cf3e88754c25af4ce6bb8a382f8c.jpg,-81%,"₩4,000","₩21,000",Steam
Spellforce: Anniversary Edition,https://www.greenmangaming.com/games/spellforce-anniversary/,https://images.greenmangaming.com/953d0188ecc04863a09b57f05fc8459d/2b01efe193bf4240b4a82fd25a1c0de5.jpg,-80%,"₩12,000","₩60,000",Steam
DEATHLOOP,https://www.greenmangaming.com/games/deathloop-pc/,https://images.greenmangaming.com/b7ba423cfa254b27b5aa187929f8bd61/d64bd32949504d13a8d07610604ed717.jpg,-82%,"₩11,800","₩67,000",Steam
TT Isle of Man: Ride on the Edge 3,https://www.greenmangaming.com/games/tt-isle-of-man-ride-on-the-edge-3-pc/,https://images.greenmangaming.com/d37e1be60e7d4faebba874b1eb4cd914/64709fe5b4624e22abda59dcdcc55cc4.jpg,-84%,"₩8,500","₩53,000",Steam
