이름,링크,이미지,할인률,할인가,정가,DRM
El Matador,https://www.greenmangaming.com/games/el-matador/,https://images.greenmangaming.com/a23d0ea6c6f9434aa26a3a362f21822a/0b03eb73d3f94bdfa7190c4caf44eb91.jpg,-80%,₩900,"₩4,500",Steam
Omnibion War,https://www.greenmangaming.com/games/omnibion-war-pc/,https://images.greenmangaming.com/95f2ae0303524cd0aaa4a52878d3c6ea/5a5bc6600f69459aa232f071a44ee172.jpg,-79%,"₩1,600","₩7,800",Steam
Technicity,https://www.greenmangaming.com/games/technicity-pc/,https://images.greenmangaming.com/3f641003e4584ab19c02773da09a1130/fb9aee8aa6b843f9870f074c403f8f87.jpg,-80%,"₩3,700","₩18,500",Steam
House Flipper Pets VR,https://www.greenmangaming.com/games/house-flipper-pets-vr-pc/,https://images.greenmangaming.com/121e444cb040471e9f748110b5c1e082/a1e1df2b577b45548a87f788be0dc533.jpg,-80%,"₩4,300","₩21,500",Steam
Konung 3: Ties of the Dynasty,https://www.greenmangaming.com/games/konung-3-ties-of-the-dynasty/,https://images.greenmangaming.com/ab3c5012033c4fa7be6597602545c51c/3ed656a4967945d39051d40ff3a98cee.jpg,-79%,₩700,"₩3,400",Steam
Ziro,https://www.greenmangaming.com/games/ziro/,https://images.greenmangaming.com/afa6b083807c4edfaa7e8f72d12491d8/bc4abf86954a4b9490cd018373c1e8f0.jpg,-80%,"₩1,200","₩5,900",Steam
Tin & Kuna,https://www.greenmangaming.com/games/tin-kuna-pc/,https://images.greenmangaming.com/68ae9fac3ca445e0b5c402d963194ca9/8d7652efddc141a6bb5d7315ff684ab6.jpg,-83%,"₩5,300","₩31,000",Steam
RC Cars,https://www.greenmangaming.com/games/rc-cars/,https://images.greenmangaming.com/60e4adb31cc745ebb958d2c1f6a6b1fd/7b8fadf5bfe54e4a9f28a6cd8734ad05.jpg,-79%,₩700,"₩3,400",Steam
Borderzone,https://www.greenmangaming.com/games/borderzone/,https://images.greenmangaming.com/c1c1b7cdace84b5984f60de859ac7cd1/e07409e7dc5f45d3a7032b8b4bef4068.jpg,-79%,₩700,"₩3,400",Steam
Kapital: Sparks of Revolution,https://www.greenmangaming.com/games/kapital-sparks-of-revolution-pc/,https://images.greenmangaming.com/2a92c8a24be74f51b75102d33462191c/93b4b4cd51164377941b7af70fef055a.jpg,-80%,"₩4,300","₩21,500",Steam
Real Warfare 1242,https://www.greenmangaming.com/games/real-warfare-1242/,https://images.greenmangaming.com/1a8e0e5f4bd148948ba10037227c785a/0ae4f6f3f0024b1dad9ef8095b2e2e30.jpg,-80%,₩900,"₩4,500",Steam
A.I.M. Racing,https://www.greenmangaming.com/games/aim-racing/,https://images.greenmangaming.com/45fafe270f254e329c07f32df6baf3a0/84883136cfe947e2a49e384678b681a0.jpg,-79%,₩700,"₩3,400",Steam
Real Warfare 2: Northern Crusades,https://www.greenmangaming.com/games/real-warfare-2-northern-crusades/,https://images.greenmangaming.com/ae78f022cecf4c8aafb9e138016de6ea/88d071a4bc5844aca6830c4b038c1a11.jpg,-79%,"₩1,200","₩5,600",Steam
Horror Story: Hallowseed,https://www.greenmangaming.com/games/horror-story-hallowseed-pc/,https://images.greenmangaming.com/79d18c1d26dc4da4b0ac34b24538350b/5dc64e5eb3bb46519e63c963d07022c8.jpg,-80%,"₩4,300","₩21,500",Steam
Lovecraft’s Untold Stories 2,https://www.greenmangaming.com/games/lovecrafts-untold-stories-2-pc/,https://images.greenmangaming.com/c6afc841c26b420dbdafc7db0380c135/a63b31a00f374ca8ba46efc160512d61.jpg,-80%,"₩4,300","₩21,500",Steam
Main Assembly,https://www.greenmangaming.com/games/main-assembly-pc/,https://images.greenmangaming.com/68effbfa564f40909592c1dcc4ef0fba/b960c3d500d84aecb9849c38269bd375.jpg,-82%,"₩3,700","₩20,500",Steam
Ascension to the Throne,https://www.greenmangaming.com/games/ascension-to-the-throne/,https://images.greenmangaming.com/dece85a1f8f449a38b4cb9e4239514af/b77222cec2b94e1fbf7bf890f2fbf319.jpg,-79%,₩700,"₩3,400",Steam
Aeterna Noctis,https://www.greenmangaming.com/games/aeterna-noctis-pc/,https://images.greenmangaming.com/973a92b4553d4d4fa58f180f054add33/6b93d756d9f84af9b3212aacb69afc4f.jpg,-80%,"₩6,400","₩32,000",Steam
Damascus Gear Operation Tokyo HD,https://www.greenmangaming.com/games/damascus-gear-operation-tokyo-hd/,https://images.greenmangaming.com/fb06010900bb42559be3633b59d313f9/af6f5a910e48443e994ab8bbb60b0341.jpg,-77%,"₩3,700","₩16,000",Steam
Desert Law,https://www.greenmangaming.com/games/desert-law/,https://images.greenmangaming.com/9f6abe0e9f8b4cab94ba16994791f3f9/cc97cc43a07a45fca9ccf9a1b65f2ac2.jpg,-79%,₩700,"₩3,400",Steam
Maskmaker,https://www.greenmangaming.com/games/maskmaker-pc/,https://images.greenmangaming.com/8740f6eb64a1489b891629fce930e166/248a450ef9ec456fad62b47dcd1d9438.jpg,-80%,"₩3,400","₩16,800",Steam
Konung 2: Blood of Titans,https://www.greenmangaming.com/games/konung-2-blood-of-titans/,https://images.greenmangaming.com/f4a0bad5cd4344e1a7ef0662603c970b/849420eeb9db418f9696e4a97d18d8c9.jpg,-79%,₩700,"₩3,400",Steam
Brigade E5: New Jagged Union,https://www.greenmangaming.com/games/brigade-e5-new-jagged-union-pc/,https://images.greenmangaming.com/2e89459fd95346acb7a49099442a6c83/c9c32b3daf5e436dbe52958c33e8054f.jpg,-80%,₩900,"₩4,500",Steam
Theatre of War 2: Kursk 1943,https://www.greenmangaming.com/games/theatre-of-war-2-kursk-1943-pc/,https://images.greenmangaming.com/64d4497e26334197b378527a617c40a4/861a0544cd7943e0b7950d0f79909cbe.jpg,-79%,"₩1,200","₩5,600",Steam
Death Track: Ressurection,https://www.greenmangaming.com/games/death-track-resurrection/,https://images.greenmangaming.com/eaf223f84f764f368c76e239dbad08a5/a13eb4f4d5b64b3f965b414888b9d384.jpg,-79%,₩700,"₩3,400",Steam
Kitaria Fables,https://www.greenmangaming.com/games/kitaria-fables-pc/,https://images.greenmangaming.com/0e759489d29840b69d5395bbbfc8d8ff/7c11380dbea7439fa9807eeccca81364.jpg,-79%,"₩4,600","₩21,500",Steam
Door Kickers,https://www.greenmangaming.com/games/door-kickers-pc/,https://images.greenmangaming.com/deaa04228264413eb26b7399f8ba633b/09f596ca48334f2abc25f6cdc20c3f2e.jpg,-79%,"₩4,500","₩21,500",Steam
In Fear I Trust: Episodes 1-4 Collection,https://www.greenmangaming.com/games/in-fear-i-trust-episodes-1-4-collection/,https://images.greenmangaming.com/5a03487ef3a640fba65f2896c22b7794/bada3dee96904c61a77fb381e74f15f7.jpg,-79%,"₩2,300","₩11,200",Steam
The Pegasus Expedition - Grand Admiral Edition,https://www.greenmangaming.com/games/the-pegasus-expedition-grand-admiral-edition-pc/,https://images.greenmangaming.com/ed257ccf240c461b8fb30773a0c454db/fefda8b55b2847df95cc95b7fca08c28.jpg,-80%,"₩5,300","₩26,500",Steam
Zombie Kill of the Week - Reborn (4 Pack),https://www.greenmangaming.com/games/zombie-kill-of-the-week-reborn-4-pack/,https://images.greenmangaming.com/93471ee380d94aa7a26b4eddf7cb964e/b6e2fb2342414328b66f66332ae86be9.jpg,-80%,"₩4,200","₩21,000",Steam
Fallout Classics Collection,https://www.greenmangaming.com/games/fallout-classics-collection-pc/,https://images.greenmangaming.com/e3599030fcfa4fe391aa4cd6eeb2136f/47abf0116bf441d7a5803fdd3957af90.jpg,-78%,"₩4,700","₩21,000",Steam
Carmageddon Complete Pack,https://www.greenmangaming.com/games/carmageddon-complete-pack-pc/,https://images.greenmangaming.com/9d952ee0f85544ab8a7ebddb475e330f/dec6ce86291f4a2da33059d12d9aa50a.jpg,-75%,"₩11,200","₩44,500",Steam
The Pegasus Expedition,https://www.greenmangaming.com/games/the-pegasus-expedition-pc/,https://images.greenmangaming.com/304169f52de94997a66a0dbf72f0ca29/d1cc240c683f499e8117ed46260fe1a0.jpg,-80%,"₩4,300","₩21,500",Steam
Assault Squad 2: Men of War Origins,https://www.greenmangaming.com/games/assault-squad-2-men-of-war-origins/,https://images.greenmangaming.com/9b28c33e09e0437b94e93a26ac40bace/f6ba576586c349248cf3cd589ca6223f.jpg,-80%,"₩2,200","₩11,000",Steam
Megadimension Neptunia VIIR - Deluxe Bundle,https://www.greenmangaming.com/games/megadimension-neptunia-viir-deluxe-bundle/,https://images.greenmangaming.com/f2130034f7be4bdd8cc5ba0017f5e279/22012edee970408d83fa156e8445f888.jpg,-76%,"₩8,000","₩33,200",Steam
AEW: Fight Forever,https://www.greenmangaming.com/games/aew-fight-forever-pc/,https://images.greenmangaming.com/1f58596fe90442cb9e7a7f32a57fc93f/1789374f0abd4fb18c9c85e0e6e65b6d.jpg,-75%,"₩10,500","₩42,000",Steam
Summum Aeterna,https://www.greenmangaming.com/games/summum-aeterna-pc/,https://images.greenmangaming.com/4746a7a18ff94c488f08c49c7ae5ad2a/80031888655747c680595ba9ec5bb829.jpg,-80%,"₩4,300","₩21,500",Steam
Interstellar Space: Genesis,https://www.greenmangaming.com/games/interstellar-space-genesis-pc/,https://images.greenmangaming.com/5333dc8b8b3d4a1799ec989762072c00/577390be6e7d44aeb46eb7e0e37f7c64.jpg,-80%,"₩6,200","₩31,000",Steam
"Warhammer 40,000: Chaos Gate - Daemonhunters Castellan Champion Edition",https://www.greenmangaming.com/games/warhammer-40000-chaos-gate-daemonhunters-castellan-champion-edition-pc/,https://images.greenmangaming.com/cea0e2b759b44ed19085a2294177c71a/d44ecfe0577f4da58574d92f32ff351b.jpg,-79%,"₩11,900","₩56,000",Steam
Asterix & Obelix XXL 2,https://www.greenmangaming.com/games/asterix-obelix-xxl-2-pc/,https://images.greenmangaming.com/e59b9fc9ea2948109899a458ce3fb83e/1ad2631e03964e8ebf6eb4e31391ed5b.jpg,-80%,"₩4,100","₩20,400",Steam
Chariot - Royal Edition,https://www.greenmangaming.com/games/chariot-royal-edition-pc/,https://images.greenmangaming.com/31f472afe5b64963af9451fca310a382/eab52963f0f94af287bf9212e79ce812.jpg,-80%,"₩3,600","₩18,000",Steam
DOOM VFR,https://www.greenmangaming.com/games/doom-vfr-pc/,https://images.greenmangaming.com/0eef9b05712b453d8f209b77398ee112/f82a19c0d12046aca368c9ff086ef5a5.jpg,-78%,"₩3,700","₩16,500",Steam
Hands of Necromancy,https://www.greenmangaming.com/games/hands-of-necromancy-pc/,https://images.greenmangaming.com/3e65b0bc65cb46c4b0c85cecee16ce6f/6b58b3172cda4f74bc43bb7102ae47a7.jpg,-79%,"₩1,200","₩5,600",Steam
Sinking Island,https://www.greenmangaming.com/games/sinking-island-pc/,https://images.greenmangaming.com/44f82c209e424eb69b90a460dc80e19d/96c9f932e295463eb69e1e29460ebecb.jpg,-80%,"₩1,700","₩8,500",Steam
Asterix & Obelix XXL 3 - The Crystal Menhir,https://www.greenmangaming.com/games/asterix-obelix-xxl-3-the-crystal-menhir-pc/,https://images.greenmangaming.com/409359216d20443a90c8106feece2903/3cf059c451c74873adab6373df535ccc.jpg,-80%,"₩4,100","₩20,400",Steam
Vertigo Void,https://www.greenmangaming.com/games/vertigo-void/,https://images.greenmangaming.com/55f666df9115455fa7af09f02e05ac05/4eae6602d7bc409caa34680452d6df12.jpg,-80%,"₩1,100","₩5,500",Steam
Cyberdimension Neptunia: 4 Goddesses Online - Deluxe Bundle,https://www.greenmangaming.com/games/cyberdimension-neptunia-4-goddesses-online-deluxe-bundle-pc/,https://images.greenmangaming.com/e28449ff2fe24858914bb37dc05eaa8d/f665a29b44714f19a4c98f5734089c1c.jpg,-76%,"₩8,000","₩33,200",Steam
Jagged Alliance - Back in Action,https://www.greenmangaming.com/games/jagged-alliance-back-in-action-2/,https://images.greenmangaming.com/d0c86fe93c594ad09e21a86159c00df9/72966e756f254338918e0d68e78b4e01.jpg,-75%,"₩5,300","₩21,000",Steam
Horse Tales: Emerald Valley Ranch,https://www.greenmangaming.com/games/horse-tales-emerald-valley-ranch-pc/,https://images.greenmangaming.com/458e55b99727436c8a1e55ea38870fca/9d6c55dd91444fdd828b4df27f6da3ea.jpg,-80%,"₩6,600","₩33,000",Steam
The Metronomicon,https://www.greenmangaming.com/games/the-metronomicon/,https://images.greenmangaming.com/07f62c27b28a4c649d846c075b98bff8/08b9338b830243a786e876ece13caf0e.jpg,-82%,"₩3,900","₩21,500",Steam
Bounty Battle,https://www.greenmangaming.com/games/bounty-battle-pc/,https://images.greenmangaming.com/a1289425445d4968a603d02a9af217d8/1b6fc83e481141298846ee8dbc32a2be.jpg,-80%,"₩4,100","₩20,500",Steam
The Valiant,https://www.greenmangaming.com/games/the-valiant-pc/,https://images.greenmangaming.com/7b7fe93a53524826995694f21a2854a3/7704060251aa4208bf86595ea84742e1.jpg,-75%,"₩6,800","₩27,000",Steam
Cultures: Northland and 8th Wonder of the World,https://www.greenmangaming.com/games/cultures-northland-and-8th-wonder-of-the-world/,https://images.greenmangaming.com/525cfefabb00474384f8eaaa52b81926/257737505aa643d48261e75ffc7287ab.jpg,-80%,"₩1,900","₩9,500",Steam
The Walking Dead: Destinies,https://www.greenmangaming.com/games/the-walking-dead-destinies-pc/,https://images.greenmangaming.com/59b833f2e7324970bf66e4931329bd83/c2d58712aae0423f9a8c74478aadda25.jpg,-80%,"₩10,600","₩53,000",Steam
Garfield Lasagna Party,https://www.greenmangaming.com/games/garfield-lasagna-party-pc/,https://images.greenmangaming.com/cf9dbbc00d6242798b264b9a124926e2/d61d595a4c1b448282c2068a2a3ad2f4.jpg,-80%,"₩6,200","₩31,000",Steam
A Plague Tale: Innocence,https://www.greenmangaming.com/games/a-plague-tale-innocence-pc/,https://images.greenmangaming.com/5d56b3e040344de296029cdcadea4b72/57eff4efea0a4812a7ce69c200bab795.jpg,-75%,"₩15,200","₩60,500",Steam
Tribes of Midgard,https://www.greenmangaming.com/games/tribes-of-midgard-pc/,https://images.greenmangaming.com/efa5e751e38c46c586fd8fe335adba1b/c7ab91f1faf944209c5a05757fafe191.jpg,-77%,"₩4,800","₩21,000",Steam
Biped + Spirit of the Island Bundle,https://www.greenmangaming.com/games/biped-spirit-of-the-island-bundle-pc/,https://images.greenmangaming.com/7453e3cc175a46e9937defaa02ded857/fefcbbef79ad41f986cd92f426628c8b.jpg,-80%,"₩7,000","₩35,000",Steam
Lexica,https://www.greenmangaming.com/games/lexica/,https://images.greenmangaming.com/efeae2287e91464db1b7db41f8656f68/ba46e5f1f58b4199a71e5a803f3418e2.jpg,-80%,"₩1,100","₩5,500",Steam
"Warhammer 40,000: Darktide - Imperial Edition",https://www.greenmangaming.com/games/warhammer-40000-darktide-imperial-edition-pc/,https://images.greenmangaming.com/fb762c00fe07499e80e5f4855c26caa5/7b8ab610a064423d9a8ffce9228d6819.jpg,-65%,"₩23,100","₩66,000",Steam
Rise of Venice,https://www.greenmangaming.com/games/rise-of-venice/,https://images.greenmangaming.com/e9f6b742f67a40f798aed9f429a112ca/f45a438d229a494483bfaecdd56489f3.jpg,-80%,"₩4,800","₩23,600",Steam
Airline Tycoon 2 Gold Edition,https://www.greenmangaming.com/games/airline-tycoon-2-gold-edition/,https://images.greenmangaming.com/a93ec8df2bcb4dd8b993ac0fa9304566/5e92e9fb600144a397c454e93fb707e3.jpg,-80%,"₩4,800","₩23,600",Steam
Door Kickers Action Squad,https://www.greenmangaming.com/games/door-kickers-action-squad-pc/,https://images.greenmangaming.com/ac673ffcb50f4382918dfd2ece227fb7/a4c50003ea6649d993af3487619ddfa9.jpg,-79%,"₩3,200","₩15,500",Steam
Battle Fantasia -Revised Edition-,https://www.greenmangaming.com/games/battle-fantasia-revised-edition-pc/,https://images.greenmangaming.com/2c979dbb7f4f4f1fbafb16ed10c48ca8/52e52a0b77b24bf58d251aa683ff22f0.jpg,-77%,"₩3,700","₩16,000",Steam
Slamit Pinball,https://www.greenmangaming.com/games/slamit-pinball/,https://images.greenmangaming.com/115c6c7bdb3240358bf5e2e31e0364fd/ee20143b15e24847a99df6934d5eb2a8.jpg,-80%,"₩1,200","₩5,900",Steam
Who's That Flying,https://www.greenmangaming.com/games/whos-that-flying/,https://images.greenmangaming.com/7c088a5590ad47028d03667dabe7e8ec/f34df7f91c534149a9ea6ebc6d65a06f.jpg,-79%,"₩1,500","₩7,100",Steam
Ancestors: The Humankind Odyssey (STEAM),https://www.greenmangaming.com/games/ancestors-the-humankind-odyssey-steam-pc/,https://images.greenmangaming.com/4f561ad278d8482182a2d2dea4cbea4a/0acf8f0fd50141f297f8d66cd79fcb6f.jpg,-75%,"₩11,000","₩43,900",Steam
Unforgiving - A Northern Hymn,https://www.greenmangaming.com/games/unforgiving-a-northern-hymn-pc/,https://images.greenmangaming.com/91a338b8cc8948868914c50152042596/4c3871260cf440aa805f610831812468.jpg,-80%,"₩3,300","₩16,500",Steam
Blasphemous - Deluxe Edition,https://www.greenmangaming.com/games/blasphemous-deluxe-edition-pc/,https://images.greenmangaming.com/6942963814664882a6fb36aadcc9df3f/5140f49d7d7c4c28a460027ef44b750e.jpg,-77%,"₩9,100","₩40,300",Steam
The Escapists 2,https://www.greenmangaming.com/games/the-escapists-2/,https://images.greenmangaming.com/5b302995a07549cbac3ee2d75d3d2823/78f9ff89699d44c7a110a80053e3fe36.jpg,-77%,"₩4,800","₩21,000",Steam
Perimeter and Perimeter: Emperor's Testament pack,https://www.greenmangaming.com/games/perimeter-and-perimeter-emperors-testament-pack/,https://images.greenmangaming.com/d754cdc7d7b54422881841211e8643df/97f510315b9a475ca9a94d46ed5661b3.jpg,-79%,"₩1,600","₩7,800",Steam
Theatre of War 3: Korea,https://www.greenmangaming.com/games/theatre-of-war-3-korea/,https://images.greenmangaming.com/0bd2190073be4d1bb373058657f7eaa3/2a475ca1e34f422fb81d4a5db6133ef7.jpg,-79%,"₩1,600","₩7,800",Steam
Fallout 3,https://www.greenmangaming.com/games/fallout-3-pc/,https://images.greenmangaming.com/aa08b3f8f9454e9eb00bf641f4d95cbc/6f1ebad05aef459ea869327e0ab62fe9.jpg,-77%,"₩2,500","₩11,000",Steam
Dark Rose Valkyrie - Deluxe Bundle,https://www.greenmangaming.com/games/dark-rose-valkyrie-deluxe-bundle-pc/,https://images.greenmangaming.com/a53af913334a46f7b619e040364b8cd0/c1caa4f9ffac4a05ac71b506c9bb49e6.jpg,-77%,"₩5,800","₩24,800",Steam
Kingdoms of Amalur: Re-Reckoning,https://www.greenmangaming.com/games/kingdoms-of-amalur-re-reckoning-pc/,https://images.greenmangaming.com/42f65ac4e9ef45a29ab2296f9908075a/d79d3233b371446ebee0e57b7b2ae010.jpg,-75%,"₩10,500","₩41,900",Steam
Stygian: Reign of the Old Ones,https://www.greenmangaming.com/games/stygian-reign-of-the-old-ones-pc/,https://images.greenmangaming.com/7460c3629bf4486cbffe1f3ed61a06c4/577a6bd065ba42da9ed26f6a67d0433e.jpg,-80%,"₩4,300","₩21,500",Steam
Secret Government,https://www.greenmangaming.com/games/secret-government-pc/,https://images.greenmangaming.com/8085f34453e94e1da4fee1e2a857a970/414e2387d0c847bfa7a85fd1b3c236b3.jpg,-80%,"₩4,300","₩21,500",Steam
Theatre Of War 2: Africa 1943,https://www.greenmangaming.com/games/theatre-of-war-2-africa-1943/,https://images.greenmangaming.com/824fc64b7437489cab46cd1cbd6027a5/5a15abaf9cf640a9b17655bf453373f1.jpg,-79%,"₩1,200","₩5,600",Steam
Pilot Brothers,https://www.greenmangaming.com/games/pilot-brothers/,https://images.greenmangaming.com/b73d0a9871ba4a5c9f2e7399524d3da7/80374e99d7c54b9196bc8941f72136b1.jpg,-79%,"₩1,200","₩5,600",Steam
Star Wolves 3: Civil War,https://www.greenmangaming.com/games/star-wolves-3-civil-war/,https://images.greenmangaming.com/5d04b8a19e424049845beee841238f09/0fbd6714ad444c87a5754291aa626408.jpg,-79%,"₩1,200","₩5,600",Steam
Pilot Brothers 3: Back side of the Earth,https://www.greenmangaming.com/games/pilot-brothers-3-back-side-of-the-earth/,https://images.greenmangaming.com/60ce2bacaa994f3382801c8b73de5916/2f535e62733845d493afdddecf11eb3a.jpg,-79%,"₩1,200","₩5,600",Steam
Pilot Brothers 2,https://www.greenmangaming.com/games/pilot-brothers-2/,https://images.greenmangaming.com/76d83fc56c7f4fdca8bf175bbbd63d8a/68a094baf32e4b56b074154b0442ebbb.jpg,-79%,"₩1,200","₩5,600",Steam
Shadow Tactics: Blades of the Shogun - Aiko's Choice,https://www.greenmangaming.com/games/shadow-tactics-blades-of-the-shogun-aikos-choice-pc/,https://images.greenmangaming.com/7aed61fed6444057ad7570618e166dcc/1d81e162acb145d881128fce8ca927d0.jpg,-75%,"₩6,000","₩24,000",Steam
,https://www.greenmangaming.com/games/street-fighter-6-year-3-ultimate-pass-pc/,https://images.greenmangaming.com/6213bed2813c4b91a98febf275a1402a/b95025c53be44abc83b04c374f04dfba.jpg,,,,Steam
,https://www.greenmangaming.com/games/fallout-76-atomic-angler-bundle-pc/,https://images.greenmangaming.com/c8a0e19501444a6b8f2adaae297263a9/7e43e6339b9b4fe1a38da3d2608a1c9e.jpg,,,,Steam
,https://www.greenmangaming.com/games/dead-by-daylight-the-walking-dead-pc/,https://images.greenmangaming.com/e8e3ef123eb64514b3b410bae1768fe5/81bbdcb958c64bb4847a432b84825dc9.jpg,0%,,,Steam
,https://www.greenmangaming.com/games/terminator-dark-fate-defiance-uprising-pc/,https://images.greenmangaming.com/2e8ee0872d334d3a8ff3162ed2ee9567/59d3333d38b0453fa752c27df6f45da2.jpg,0%,,,Steam
,https://www.greenmangaming.com/games/the-outlast-trials-sweet-release-pack-pc/,https://images.greenmangaming.com/d8b3ea76b532423d90194ece1141072a/5e0d6527f9b843678fd9a9de0bfc5ec0.jpg,,,,Steam
,https://www.greenmangaming.com/games/train-sim-world-4-railpool-br-193-vectron-loco-addon-pc/,https://images.greenmangaming.com/e229c51d142f4b2e9c6d82b9a15dbe9f/7bcfa56ce7ff48c490b9a7bd6914ae3d.jpg,,,,Steam
